Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color Variants (product.metafields.custom.color_variants),Product Information (product.metafields.custom.product_information),Board game mechanics (product.metafields.shopify.board-game-mechanics),Color (product.metafields.shopify.color-pattern),Dexterity skills (product.metafields.shopify.dexterity-skills),Game features (product.metafields.shopify.game-features),Gameplay skills (product.metafields.shopify.gameplay-skills),Recommended age group (product.metafields.shopify.recommended-age-group),Stationery binding type (product.metafields.shopify.stationery-binding-type),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
nine-mens-morris-classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_classic-games_nine-mens-morris_2_171f1b6a-4b2e-4131-b869-61d134eda50f.jpg?v=1764080596,3,,,,,,,,,,,,,,,,,,,,,,,
nine-mens-morris-classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ClassicNineMen_s_mood_2.jpg?v=1764080596,4,,,,,,,,,,,,,,,,,,,,,,,
nine-mens-morris-classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ClassicNineMen_s_mood_3.jpg?v=1764080596,5,,,,,,,,,,,,,,,,,,,,,,,
nine-mens-morris-classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_classic-games_nine-mens-morris_3_4c0f9ecb-73a9-45e4-9631-cb0087814f83.jpg?v=1764080587,6,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-august-1929-cover,"Vanity Fair, August 1929 Cover","<p><meta charset=""utf-8"">Discover our exclusive coffee table photo album, created in collaboration with Vanity Fair. Step back in time with the iconic cover from 1929; this album pays homage to cultural history and art.</p>
<p><meta charset=""utf-8"">The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <a href=""https://printworksmarket.com/products/photo-paper-large-white-10-pack"">photo paper</a> (large) is available if you need more space.<br><br><meta charset=""utf-8"">Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.</p>",Printworks,Photo Album,Photo Album,"Large Photo Albums, medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00698,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_vanity-fair-1929.jpg?v=1743595807,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
vanity-fair-august-1929-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_VanityFairPurple_mood_1.jpg?v=1743595807,2,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-august-1929-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_vanity-fair-1929_2_8d27e2d7-a549-40a6-8723-8b0816a37c1d.jpg?v=1764768998,3,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-august-1929-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_VanityFairPurple_mood_3.jpg?v=1764768998,4,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-august-1929-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_VanityFairPurple_mood_2.jpg?v=1764768998,5,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-august-1929-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_vanity-fair-1929_3.jpg?v=1764768998,6,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-march-1927-cover,"Vanity Fair, March 1927 Cover","<p>Discover our exclusive coffee table photo album, created in collaboration with Vanity Fair. Step back in time with the iconic cover from 1927; this album pays homage to cultural history and art.</p>
<p><meta charset=""utf-8"">The photo album includes 30 pages of high-quality black photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <meta charset=""utf-8""><a href=""https://printworksmarket.com/products/photo-album-10-pack-refill-paper-l"">photo paper</a> (large) is available if you need more space.<br><br>Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.</p>",Printworks,Photo Album,Photo Album,"Large Photo Albums, medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00699,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_vanity-fair-1927.jpg?v=1743595805,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
vanity-fair-march-1927-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_VanityFairGreen_mood_1.jpg?v=1743595805,2,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-march-1927-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_vanity-fair-1927_2_d96a06f5-cf4e-4454-865e-9ad49cc251cc.jpg?v=1764768978,3,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-march-1927-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_VanityFairGreen_mood_2.jpg?v=1764768978,4,,,,,,,,,,,,,,,,,,,,,,,
vanity-fair-march-1927-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_vanity-fair-1927_3.jpg?v=1764768978,5,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-sushi-tools,Sushi Tools,"<p>Discover our Essential Kit for Sushi Nights, cleverly disguised as an elegant book-like box. Upon opening it, you will discover all the essential tools for a successful sushi-making adventure. <meta charset=""utf-8""><span data-mce-fragment=""1"">All tools are made of stainless steel and are dishwasher safe.</span></p>
<p><strong>Included in this kit:</strong> <br><meta charset=""utf-8"">• 1 Bamboo Rice Paddle<br><meta charset=""utf-8"">• 1 Bamboo Spreading Knife<br><meta charset=""utf-8"">• 1 Bamboo Rolling Mat<br><meta charset=""utf-8"">• 8 Chopsticks</p>
<!---->",Printworks,The Essentials,The Essentials,medium-bag,true,Title,Default Title,,,,,,,,PW00674,690,shopify,deny,manual,59,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essential_Sushi-tools.jpg?v=1761831552,1,,false,,,,"Vendor: Printworks
Type: The Essentials
Weight: 690g",,,,,,,,,,,,,,kg,,,active
the-essentials-sushi-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_sushi_3.jpg?v=1761831552,2,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-sushi-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essentials_Sushi_mood_2.jpg?v=1761831552,3,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-sushi-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essentials_Sushi_mood_1.jpg?v=1761831552,4,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-sushi-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_sushi_2_7ed0bff7-24cf-47e3-8049-dccba4df9a32.jpg?v=1761831552,5,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-sushi-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_sushi.jpg?v=1761831552,6,,,,,,,,,,,,,,,,,,,,,,,
picture-perfect-blue,"Picture Perfect, Blue","<p><meta charset=""utf-8""><span>Discover our Picture Perfect coffee table photo album, featuring a subtle dusty blue cloth cover with light blue text.<br><br><meta charset=""utf-8"">The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <a href=""https://printworksmarket.com/products/photo-paper-large-white-10-pack"">photo paper</a> (large) is available if you need more space.<br><br><meta charset=""utf-8"">Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.<br></span></p>",Printworks,Photo Album,Photo Album,"Large Photo Albums, medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00677,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_picture-perfect-blue.jpg?v=1743595810,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
picture-perfect-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_PicturePerfectBlue_mood_1.jpg?v=1745320804,2,,,,,,,,,,,,,,,,,,,,,,,
picture-perfect-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_picture-perfect-blue_2_206c3bd7-b05a-49ad-9231-97fa0458545a.jpg?v=1764768242,3,,,,,,,,,,,,,,,,,,,,,,,
picture-perfect-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_PicturePerfectBlue_mood_2.jpg?v=1764768242,4,,,,,,,,,,,,,,,,,,,,,,,
picture-perfect-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_picture-perfect-blue_3.jpg?v=1764768242,5,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-black,"Moments that Matter the Most, Black","<p><meta charset=""utf-8"">Discover our bestselling Moments that Matter the Most coffee table photo album, featuring an elegant black cloth cover with gold foiled text. <br></p>
<p><meta charset=""utf-8"">The photo album includes 30 pages of high-quality black photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <meta charset=""utf-8""><a href=""https://printworksmarket.com/products/photo-album-10-pack-refill-paper-l"">photo paper</a> (large) is available if you need more space.<br><br>Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.</p>",Printworks,Photo Album,Photo Album,"Large Photo Albums, medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00679,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_moments-that-matters-the-most-black.jpg?v=1743595812,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
moments-that-matter-the-most-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_MomentsThatMattersTheMostBlack_mood_1.jpg?v=1743595812,2,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_moments-that-matters-the-most-black_2_a6f3ac21-f3c2-4714-b7db-849942e559ca.jpg?v=1764768118,3,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_MomentsThatMattersTheMostBlack_mood_2.jpg?v=1764768118,4,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_moments-that-matters-the-most-black_3.jpg?v=1764768118,5,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-beige,"Moments that Matter the Most, Beige","<p><meta charset=""utf-8"">Discover our bestselling Moments that Matter the Most coffee table photo album, featuring an elegant beige cloth cover with gold foiled text.</p>
<p><meta charset=""utf-8"">The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <a href=""https://printworksmarket.com/products/photo-paper-large-white-10-pack"">photo paper</a> (large) is available if you need more space.<br><br><meta charset=""utf-8"">Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.</p>",Printworks,Photo Album,Photo Album,"Large Photo Albums, medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00678,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_moments-that-matters-the-most-beige.jpg?v=1743595820,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
moments-that-matter-the-most-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/MomentsThatMattersTheMost-beige.jpg?v=1771331652,2,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_moments-that-matters-the-most-beige_2_4a808137-a596-4ef6-86ba-651a4a3735dc.jpg?v=1771331652,3,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/MomentsThatMattersTheMost-beige-3.jpg?v=1771331652,4,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/MomentsThatMattersTheMost-beige-2.jpg?v=1771331597,5,,,,,,,,,,,,,,,,,,,,,,,
moments-that-matter-the-most-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_moments-that-matters-the-most-beige_3.jpg?v=1771331597,6,,,,,,,,,,,,,,,,,,,,,,,
life-large-beige,"Life, Large Beige","<div role=""presentation"" data-qa=""slack_kit_scrollbar"">
<div role=""presentation"">
<div aria-label=""Mikaela Niemetz (direct message, away)"" role=""list"" data-qa=""slack_kit_list"">
<div data-item-key=""1719405282.290939"" data-qa=""virtual-list-item"" id=""1719405282.290939"" role=""listitem"" aria-setsize=""-1"" tabindex=""0"">
<div data-qa-placeholder=""false"" data-qa-unprocessed=""false"" data-qa=""message_container"" role=""presentation"">
<div data-qa-hover=""true"" aria-roledescription=""message"" role=""document"">
<div>
<div>
<div data-qa=""message_content"" role=""presentation"">
<div>
<div data-qa=""message-text"">
<div data-qa=""block-kit-renderer"">
<div>
<div dir=""auto"">
<div>Discover our beautiful Life coffee table photo album, featuring an elegant beige cloth cover with white text. <br><br>The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <a href=""https://printworksmarket.com/products/photo-paper-large-white-10-pack"">photo paper</a> (large) is available if you need more space.<br><br><meta charset=""utf-8"">Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.<br>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div role=""presentation""><br></div>
<div role=""presentation"">Find our smaller version of Life as a photo book <a href=""https://printworksmarket.com/collections/bestsellers/products/coffee-table-photo-book-life"">here</a>. </div>
<!---->",Printworks,Photo Album,Photo Album,"Large Photo Albums, medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00680,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_life.jpg?v=1743595802,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
life-large-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_Life_mood_1.jpg?v=1743595802,2,,,,,,,,,,,,,,,,,,,,,,,
life-large-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_life_2_5c8f23c1-8029-4b12-a9f6-72f31a79fbee.jpg?v=1764767218,3,,,,,,,,,,,,,,,,,,,,,,,
life-large-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_Life_mood_2_a8d61a49-cd6f-4091-b420-e040cc2d66f9.jpg?v=1764767218,4,,,,,,,,,,,,,,,,,,,,,,,
life-large-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_Life_mood_3.jpg?v=1764767218,5,,,,,,,,,,,,,,,,,,,,,,,
life-large-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_life_3.jpg?v=1764767218,6,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-ice-cream-tools,Ice Cream Tools,"<p>Discover our Essential Ice Cream Kit, cleverly disguised as an elegant book-like box. Upon opening it, you will discover all the essential tools for a successful ice cream party. <meta charset=""utf-8"">All tools are made of stainless steel and are dishwasher safe.</p>
<p>Included in this kit: <br><meta charset=""utf-8"">• 2 Cone Shapes<br><meta charset=""utf-8"">• 1 Ice Cream Scoop<br><meta charset=""utf-8"">• 2 Sprinkle Scoops</p>
<!---->",Printworks,The Essentials,The Essentials,medium-bag,true,Title,Default Title,,,,,,,,PW00675,650,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essential_IceCream-tools.jpg?v=1762330798,1,,false,,,,"Vendor: Printworks
Type: The Essentials
Weight: 650g",,,,,,,,,,,,,,kg,,,active
the-essentials-ice-cream-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_ice-cream_3_30e9d5c4-2642-41af-b538-2aefc1638f4b.jpg?v=1764083782,2,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-ice-cream-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essentials_IceCream_mood_1.jpg?v=1764083782,3,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-ice-cream-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_ice-cream_2_e6d9cbef-0ed7-4230-a18b-5d7257f4588c.jpg?v=1764083782,4,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-ice-cream-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_ice-cream.jpg?v=1764083782,5,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-cerise,"Fire Blanket, Cerise","<p>Introducing our Fire Blanket: Safety Disguised in Style. Available in beige, black, or cerise, this elegant coffee table box conceals a vital safety tool. Place it within easy reach, and in case of emergency, use the fire blanket quickly to tackle small fires. Stay safe, stay stylish.</p>
<!---->",Printworks,Home Decor,Home Decor,"medium-bag, YGroup_FireBlanket",true,Title,Default Title,,,,,,,,PW00692,1200,shopify,deny,manual,65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_pink_e14a225a-5086-4465-b9bd-249bfa3af202.jpg?v=1764084947,1,,false,,,,"Vendor: Printworks
Type: Home Decor
Weight: 1200g",,,,,,,,,,,,,,kg,,,active
fire-blanket-cerise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_pink_2_cdb16b2c-5992-4c70-bfb7-60a559bd027a.jpg?v=1764084947,2,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-cerise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FireBlanker_Cerise_mood_1.jpg?v=1764084947,3,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-cerise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FireBlanker_Cerise_mood_2.jpg?v=1764084947,4,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-cerise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_pink_3.jpg?v=1764084947,5,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-cerise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_pink_4_de0e206f-e954-4aa2-b3ab-febc387371ce.jpg?v=1764084947,6,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-cerise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_5_0c5a0570-cb7a-4261-8a15-2ca72e3fb122.jpg?v=1764084947,7,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-beige,"Fire Blanket, Beige","<p>Introducing our Fire Blanket: Safety Disguised in Style. Available in beige, black, or cerise, this elegant coffee table box conceals a vital safety tool. Place it within easy reach, and in case of emergency, use the fire blanket quickly to tackle small fires. Stay safe, stay stylish.</p>
<!---->",Printworks,Home Decor,Home Decor,"medium-bag, YGroup_FireBlanket",true,Title,Default Title,,,,,,,,PW00676,1200,shopify,deny,manual,65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_beige_4e238d1b-c5bc-48b4-987d-c330d4df354b.jpg?v=1764084854,1,,false,,,,"Vendor: Printworks
Type: Home Decor
Weight: 1200g",,,,,,,,,,,,,,kg,,,active
fire-blanket-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_beige_2_a5ce1b86-8c36-4200-91a2-417af11c5ddc.jpg?v=1764084854,2,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FireBlanker_Beige_mood_3.jpg?v=1764084854,3,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FireBlanker_Beige_mood_2.jpg?v=1764084854,4,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FireBlanker_Beige_mood_4.jpg?v=1764084854,5,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_beige_3.jpg?v=1764084854,6,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_beige_4_5b3dcf16-5368-4354-be91-3f6994a7c901.jpg?v=1764084854,7,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_5.jpg?v=1764084854,8,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-black,"Fire Blanket, Black","<p>Introducing our Fire Blanket: Safety Disguised in Style. Available in beige, black, or cerise, this elegant coffee table box conceals a vital safety tool. Place it within easy reach, and in case of emergency, use the fire blanket quickly to tackle small fires. Stay safe, stay stylish.</p>
<!---->",Printworks,Home Decor,Home Decor,"medium-bag, YGroup_FireBlanket",true,Title,Default Title,,,,,,,,PW00696,1200,shopify,deny,manual,65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_black_dd150078-2473-406f-adb1-b01ba3c77ee3.jpg?v=1764084907,1,,false,,,,"Vendor: Printworks
Type: Home Decor
Weight: 1200g",,,,,,,,,,,,,,kg,,,active
