Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color Variants (product.metafields.custom.color_variants),Product Information (product.metafields.custom.product_information),Board game mechanics (product.metafields.shopify.board-game-mechanics),Color (product.metafields.shopify.color-pattern),Dexterity skills (product.metafields.shopify.dexterity-skills),Game features (product.metafields.shopify.game-features),Gameplay skills (product.metafields.shopify.gameplay-skills),Recommended age group (product.metafields.shopify.recommended-age-group),Stationery binding type (product.metafields.shopify.stationery-binding-type),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-bijoux-library,The Bijoux Library,"<p><meta charset=""utf-8""><span lang=""EN-US"">Jewelry Boxes, a refined collection designed to elevate everyday storage. With refined cloth covers, soft sponge padding, and thoughtful compartments, they blend function with statement-worthy design. Available in distinct colors, expressions, and statements, each piece is created to reflect your personal style and find its place on display.</span><br><br>Discover The Bijoux Library, a jewelry box that celebrates the art of adornment. With its soft beige linen exterior and elegant script typography, it opens like a treasured book to reveal a velvet interior in warm tones. Designed with thoughtful compartments for rings, earrings, and necklaces, it’s a refined home for your most precious stories and jewels.</p>",Printworks,Jewelry Box,Jewelry Box,"small-bag, SS26, YGroup_JewelryBox",true,Title,Default Title,,,,,,,,PW00807,310,shopify,deny,manual,49,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_the-bijoux-library_4.jpg?v=1767111777,1,,false,,,,"Vendor: Printworks
Type: Jewelry Box
Weight: 310g",,,,,,,,,,,,,,kg,,,active
the-bijoux-library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_the-bijoux-library_2.jpg?v=1767111777,2,,,,,,,,,,,,,,,,,,,,,,,
the-bijoux-library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_the-bijoux-library_1.jpg?v=1767111777,3,,,,,,,,,,,,,,,,,,,,,,,
the-bijoux-library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_the-bijoux-library_3.jpg?v=1767111777,4,,,,,,,,,,,,,,,,,,,,,,,
the-bijoux-library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_the-bijoux-library_1.jpg?v=1767111777,5,,,,,,,,,,,,,,,,,,,,,,,
sassy,Sassy,"<p><meta charset=""utf-8""><span lang=""EN-US"">Jewelry Boxes, a refined collection designed to elevate everyday storage. With refined cloth covers, soft sponge padding, and thoughtful compartments, they blend function with statement-worthy design. Available in distinct colors, expressions, and statements, each piece is created to reflect your personal style and find its place on display.</span><br><br>Meet Sassy - bold, playful, and unapologetically glamorous. The blue linen cover with vibrant pink lettering opens to a soft blush interior, offering compartments for your favorite accessories. A statement piece that captures confidence and personality, perfect for those who like their storage as stylish as their jewelry.</p>",Printworks,Jewelry Box,Jewelry Box,"small-bag, SS26, YGroup_JewelryBox",true,Title,Default Title,,,,,,,,PW00808,310,shopify,deny,manual,49,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_sassy_4.jpg?v=1767111601,1,,false,,,,"Vendor: Printworks
Type: Jewelry Box
Weight: 310g",,,,,,,,,,,,,,kg,,,active
sassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_sassy_2.jpg?v=1767111601,2,,,,,,,,,,,,,,,,,,,,,,,
sassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_sassy_1.jpg?v=1767111602,3,,,,,,,,,,,,,,,,,,,,,,,
sassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_sassy_3.jpg?v=1771838043,4,,,,,,,,,,,,,,,,,,,,,,,
sassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_sassy_2.jpg?v=1771838043,5,,,,,,,,,,,,,,,,,,,,,,,
sassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_sassy_1.jpg?v=1771838043,6,,,,,,,,,,,,,,,,,,,,,,,
la-maison-bijoux,La Maison Bijoux,"<p><meta charset=""utf-8""><span lang=""EN-US"">Jewelry Boxes, a refined collection designed to elevate everyday storage. With refined cloth covers, soft sponge padding, and thoughtful compartments, they blend function with statement-worthy design. Available in distinct colors, expressions, and statements, each piece is created to reflect your personal style and find its place on display.</span><br><br>Step into La Maison Bijoux - a jewelry box that feels like a Parisian atelier. Wrapped in warm beige linen with refined white typography, it opens to reveal a soft cream velvet interior with dedicated compartments for rings, necklaces, and cherished keepsakes. A timeless piece that blends elegance and function, made to elevate both your jewelry and your space.</p>",Printworks,Jewelry Box,Jewelry Box,"small-bag, SS26, YGroup_JewelryBox",true,Title,Default Title,,,,,,,,PW00809,310,shopify,deny,manual,49,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_la-maison-bijoux_4.jpg?v=1767111400,1,,false,,,,"Vendor: Printworks
Type: Jewelry Box
Weight: 310g",,,,,,,,,,,,,,kg,,,active
la-maison-bijoux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_la-maison-bijoux_2.jpg?v=1767111400,2,,,,,,,,,,,,,,,,,,,,,,,
la-maison-bijoux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_la-maison-bijoux_2.jpg?v=1767111400,3,,,,,,,,,,,,,,,,,,,,,,,
la-maison-bijoux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_la-maison-bijoux_3.jpg?v=1767111399,4,,,,,,,,,,,,,,,,,,,,,,,
la-maison-bijoux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_la-maison-bijoux_1.jpg?v=1767111400,5,,,,,,,,,,,,,,,,,,,,,,,
la-maison-bijoux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_la-maison-bijoux_1.jpg?v=1767111400,6,,,,,,,,,,,,,,,,,,,,,,,
glow,Glow,"<p><meta charset=""utf-8""><span lang=""EN-US"">Jewelry Boxes, a refined collection designed to elevate everyday storage. With refined cloth covers, soft sponge padding, and thoughtful compartments, they blend function with statement-worthy design. Available in distinct colors, expressions, and statements, each piece is created to reflect your personal style and find its place on display.</span><br><br>Add a radiant touch to your routine with our Glow Jewelry Box. Its soft light grey linen exterior opens to reveal a vivid fuchsia velvet interior - a striking contrast that captures modern femininity. With carefully designed compartments for your most-loved pieces, this small box blends elegance and personality, bringing both color and character to your space.</p>",Printworks,Jewelry Box,Jewelry Box,"small-bag, SS26, YGroup_JewelryBox",true,Title,Default Title,,,,,,,,PW00805,195,shopify,deny,manual,39,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_glow_4.jpg?v=1767111097,1,,false,,,,"Vendor: Printworks
Type: Jewelry Box
Weight: 195g",,,,,,,,,,,,,,kg,,,active
glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_glow_2.jpg?v=1767111098,2,,,,,,,,,,,,,,,,,,,,,,,
glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_glow_1.jpg?v=1767111098,3,,,,,,,,,,,,,,,,,,,,,,,
glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_glow_3.jpg?v=1771837976,4,,,,,,,,,,,,,,,,,,,,,,,
glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_glow_1.jpg?v=1771837976,5,,,,,,,,,,,,,,,,,,,,,,,
gilded,Gilded,"<p><meta charset=""utf-8""><span lang=""EN-US"">Jewelry Boxes, a refined collection designed to elevate everyday storage. With refined cloth covers, soft sponge padding, and thoughtful compartments, they blend function with statement-worthy design. Available in distinct colors, expressions, and statements, each piece is created to reflect your personal style and find its place on display.</span><br><br>Meet Gilded - where understated elegance meets thoughtful design. This large jewelry box, dressed in warm taupe linen with golden typography, opens to reveal a spacious velvet interior with dedicated sections for rings, necklaces, and keepsakes. A refined home for your jewelry collection - graceful enough to display, practical enough to treasure every day.</p>",Printworks,Jewelry Box,Jewelry Box,"small-bag, SS26, YGroup_JewelryBox",true,Title,Default Title,,,,,,,,PW00812,450,shopify,deny,manual,59,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_gilded_4.jpg?v=1767110876,1,,false,,,,"Vendor: Printworks
Type: Jewelry Box
Weight: 450g",,,,,,,,,,,,,,kg,,,active
gilded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_gilded_2.jpg?v=1767110876,2,,,,,,,,,,,,,,,,,,,,,,,
gilded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_gilded_1.jpg?v=1767110875,3,,,,,,,,,,,,,,,,,,,,,,,
gilded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_gilded_3.jpg?v=1767110876,4,,,,,,,,,,,,,,,,,,,,,,,
gilded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_gilded_1.jpg?v=1767110876,5,,,,,,,,,,,,,,,,,,,,,,,
a-girls-best-friend-turquoise,"A Girls Best Friend, Turquoise","<p><meta charset=""utf-8""><span lang=""EN-US"">Jewelry Boxes, a refined collection designed to elevate everyday storage. With refined cloth covers, soft sponge padding, and thoughtful compartments, they blend function with statement-worthy design. Available in distinct colors, expressions, and statements, each piece is created to reflect your personal style and find its place on display.</span><br><br>Our A Girl’s Best Friend Jewelry Box in vibrant turquoise brings a playful twist to timeless elegance. Compact yet functional, it features soft velvet-lined compartments for your everyday favorites - from delicate rings to statement earrings. A stylish companion at home or on the go, perfect for anyone who loves a touch of color and sophistication.</p>",Printworks,Jewelry Box,Jewelry Box,"small-bag, SS26, YGroup_JewelryBox",true,Title,Default Title,,,,,,,,PW00806,195,shopify,deny,manual,39,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_a-girls-best-friends-turkos_4.jpg?v=1767110655,1,,false,,,,"Vendor: Printworks
Type: Jewelry Box
Weight: 195g",,,,,,,,,,,,,,kg,,,active
a-girls-best-friend-turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_a-girls-best-friends-turkos_2.jpg?v=1767110655,2,,,,,,,,,,,,,,,,,,,,,,,
a-girls-best-friend-turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_a-girls-best-friends-turkos_1.jpg?v=1767110655,3,,,,,,,,,,,,,,,,,,,,,,,
a-girls-best-friend-turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_a-girls-best-friends-turkos_3.jpg?v=1771837912,4,,,,,,,,,,,,,,,,,,,,,,,
a-girls-best-friend-turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_a-girls-best-friends-turkos_1.jpg?v=1771837912,5,,,,,,,,,,,,,,,,,,,,,,,
a-girls-best-friend-beige,"A Girls Best Friend, Beige","<p><meta charset=""utf-8""><span lang=""EN-US"">Jewelry Boxes, a refined collection designed to elevate everyday storage. With refined cloth covers, soft sponge padding, and thoughtful compartments, they blend function with statement-worthy design. Available in distinct colors, expressions, and statements, each piece is created to reflect your personal style and find its place on display.</span><br><br>Discover our A Girl’s Best Friend Jewelry Box in elegant beige - a timeless piece designed to hold your most cherished treasures. The box opens like a book, revealing a soft velvet interior with multiple compartments to organize rings, earrings, necklaces, and bracelets. Perfect for your vanity or nightstand, it keeps your jewelry beautifully displayed while adding a refined touch to your decor.</p>",Printworks,Jewelry Box,Jewelry Box,"small-bag, SS26, YGroup_JewelryBox",true,Title,Default Title,,,,,,,,PW00810,310,shopify,deny,manual,49,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_a-girls-best-friends-beige_4.jpg?v=1767110319,1,,false,,,,"Vendor: Printworks
Type: Jewelry Box
Weight: 310g",,,,,,,,,,,,,,kg,,,active
a-girls-best-friend-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_a-girls-best-friends-beige_2.jpg?v=1767110320,2,,,,,,,,,,,,,,,,,,,,,,,
a-girls-best-friend-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_jewelrybox_a-girls-best-friends-beige_1.jpg?v=1767110319,3,,,,,,,,,,,,,,,,,,,,,,,
a-girls-best-friend-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_a-girls-best-friends-beige_3.jpg?v=1767110319,4,,,,,,,,,,,,,,,,,,,,,,,
a-girls-best-friend-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_jewelrybox_a-girls-best-friends-beige_1.jpg?v=1767110319,5,,,,,,,,,,,,,,,,,,,,,,,
live-laugh-love,"Live, Laugh, Love","<p>Discover our ‘Live, Laugh, Love’ Photo Album in calming blue with bold gold and white typography. Designed to celebrate the moments that make life brighter.<br><br>This landscape-format album holds 30 pages of premium white photo paper measuring 21x28 cm <meta charset=""utf-8"">(60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a><br><br>A joyful piece to preserve your happiest memories, perfectly placed on your coffee table to bring warmth and colour to your home.</p>",Printworks,Photo Album,Photo Album,"medium-bag, SS26, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00799,1200,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_live-laugh-love.jpg?v=1767876653,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1200g",,,,,,,,,,,,,,kg,,,active
live-laugh-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_photo-album_live-laugh-love.jpg?v=1767876653,2,,,,,,,,,,,,,,,,,,,,,,,
live-laugh-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_live-laugh-love-3.jpg?v=1767876652,3,,,,,,,,,,,,,,,,,,,,,,,
live-laugh-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_live-laugh-love-2.jpg?v=1767876653,4,,,,,,,,,,,,,,,,,,,,,,,
a-beautiful-life,A Beautiful Life,"<p>Discover our ‘A Beautiful Life’ Photo Album in vibrant pink with elegant gold typography. Designed to capture the people, places, and moments you cherish the most. <br><br>This landscape-format album holds 30 pages of premium white photo paper measuring 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a><br><br>A striking piece to preserve your memories, perfectly placed on your coffee table as part of your home decor.</p>",Printworks,Photo Album,Photo Album,"medium-bag, SS26, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00798,1200,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_a-beautiful-life.jpg?v=1767875007,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1200g",,,,,,,,,,,,,,kg,,,active
a-beautiful-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_photo-album_a-beautiful-life.jpg?v=1770822180,2,,,,,,,,,,,,,,,,,,,,,,,
a-beautiful-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_a-beautiful-life-3.jpg?v=1770822180,3,,,,,,,,,,,,,,,,,,,,,,,
a-beautiful-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_a-beautiful-life-2.jpg?v=1770822180,4,,,,,,,,,,,,,,,,,,,,,,,
voyage,"Voyage, Embroidered","<p><span lang=""EN-US""><meta charset=""utf-8"">Voyage is part of our Embroidered Collection, a beautifully crafted collection where textured fabric covers and detailed stitching come together in a refined expression of memory keeping. <meta charset=""utf-8"">Wrapped in an embroidered cloth cover inspired by the spirit of travel and exploration, Voyage captures the romance of new destinations and unforgettable journeys in every detail.</span><br><br><meta charset=""utf-8"">The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. The album can hold up to 40 pages, and extra <a href=""https://printworksmarket.com/products/photo-paper-large-white-10-pack"">photo paper</a> (large) is available if you need more space.<br><br><meta charset=""utf-8""><a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">Stickers</a> are included with our embroidered photo albums. <br></p>
<p>A stylish way to preserve your adventures, perfectly placed on your coffee table to inspire new ones.</p>",Printworks,Photo Album,Photo Album,"medium-bag, SS26, YGroup_EmbroideredPhotoAlbum",true,Title,Default Title,,,,,,,,PW00795,1350,shopify,deny,manual,85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_voyage.jpg?v=1767874089,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1350g",,,,,,,,,,,,,,kg,,,active
voyage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_photo-album_brodyr_voyage.jpg?v=1767874089,2,,,,,,,,,,,,,,,,,,,,,,,
voyage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_voyage-3.jpg?v=1767874088,3,,,,,,,,,,,,,,,,,,,,,,,
voyage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_voyage-4.jpg?v=1770899369,4,,,,,,,,,,,,,,,,,,,,,,,
voyage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_photo-album_brodyr_voyage_2.jpg?v=1770899369,5,,,,,,,,,,,,,,,,,,,,,,,
voyage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_voyage-2.jpg?v=1770899369,6,,,,,,,,,,,,,,,,,,,,,,,
tiny-stories,"Tiny Stories, Embroidered","<p data-start=""99"" data-end=""293"">Tiny Stories is part of our Embroidered Collection, <meta charset=""utf-8""><span lang=""EN-US"">a beautifully crafted collection where textured fabric covers and detailed stitching come together in a refined expression of memory keeping. </span>Wrapped in a colourful embroidered cloth cover inspired by the joy and wonder of childhood, Tiny Stories captures life’s smallest moments and sweetest milestones in every detail.</p>
<p data-start=""99"" data-end=""293"">The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. The album can hold up to 40 pages, and extra <a href=""https://printworksmarket.com/products/photo-paper-large-white-10-pack"">photo paper</a> (large) is available if you need more space.<br><br><meta charset=""utf-8""><a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">Stickers</a> are included with our embroidered photo albums.<br></p>
<p>Complement your Baby Album with our <a href=""https://printworksmarket.com/products/baby-album-insert-paper?pr_prod_strat=pinned&amp;pr_rec_id=595e66f1f&amp;pr_rec_pid=8252426256693&amp;pr_ref_pid=8175008579893&amp;pr_seq=uniform"">Baby Album Insert Papers</a> to document your child's key milestones, ensuring you have memories to remember and cherish for a lifetime.<br><br><meta charset=""utf-8"">A playful yet elegant album to celebrate the early years, perfectly placed on your coffee table to brighten every day.<br></p>",Printworks,Baby Photo Album,Baby Photo Album,"medium-bag, SS26, YGroup_EmbroideredPhotoAlbum",true,Title,Default Title,,,,,,,,PW00793,1350,shopify,deny,manual,85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_tiny-stories.jpg?v=1767873195,1,,false,,,,"Vendor: Printworks
Type: Baby Photo Album
Weight: 1350g",,,,,,,,,,,,,,kg,,,active
tiny-stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_photo-album_brodyr_tiny-stories.jpg?v=1767873195,2,,,,,,,,,,,,,,,,,,,,,,,
tiny-stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_tiny-stories-3.jpg?v=1767873197,3,,,,,,,,,,,,,,,,,,,,,,,
tiny-stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_tiny-stories-4.jpg?v=1767873197,4,,,,,,,,,,,,,,,,,,,,,,,
tiny-stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_tiny-stories-2.jpg?v=1767873196,5,,,,,,,,,,,,,,,,,,,,,,,
little-miracle,"Little Miracle, Embroidered","<p data-start=""68"" data-end=""264"">Little Miracle is part of our Embroidered Collection, <meta charset=""utf-8""><span lang=""EN-US"">a beautifully crafted collection where textured fabric covers and detailed stitching come together in a refined expression of memory keeping. </span>Wrapped in a soft cloth cover with delicate embroidery of stars and clouds, Little Miracle captures life’s most precious early moments in every detail.</p>
<p data-start=""68"" data-end=""264""><meta charset=""utf-8"">The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. The album can hold up to 40 pages, and extra <a href=""https://printworksmarket.com/products/photo-paper-large-white-10-pack"">photo paper</a> (large) is available if you need more space.<br><br><meta charset=""utf-8""><a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">Stickers</a> are included with our embroidered photo albums.<br></p>
<p>Complement your Baby Album with our <a href=""https://printworksmarket.com/products/baby-album-insert-paper?pr_prod_strat=pinned&amp;pr_rec_id=595e66f1f&amp;pr_rec_pid=8252426256693&amp;pr_ref_pid=8175008579893&amp;pr_seq=uniform"">Baby Album Insert Papers</a> to document your child's key milestones, ensuring you have memories to remember and cherish for a lifetime.<br><br>A tender keepsake for your baby’s earliest memories, perfectly placed on your coffee table to relive those precious first moments.</p>",Printworks,Baby Photo Album,Baby Photo Album,"medium-bag, SS26, YGroup_EmbroideredPhotoAlbum",true,Title,Default Title,,,,,,,,PW00797,1350,shopify,deny,manual,85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_brodyr_little-miracle.jpg?v=1767870506,1,,false,,,,"Vendor: Printworks
Type: Baby Photo Album
Weight: 1350g",,,,,,,,,,,,,,kg,,,active
little-miracle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_mood_photo-album_brodyr_little-miracle.jpg?v=1767870507,2,,,,,,,,,,,,,,,,,,,,,,,
